List Report,,,,,,,,,,,
MetaCore Data,,,,,,,,CDDI Data,,,
#,Input IDs,Network Object Name,Gene Symbol,Unit (protein or chem),Object Type,Description,Therapeutic Drugs,CDDI Biomarker,CDDI Biomarker Role,CDDI Biomarker Type,CDDI Genes & Targets
4966,,TAS1R2,Tas1r2,TS1R2_MOUSE,GPCR,Taste receptor type 1 member 2,,,,,
4967,,TATDN1,Tatdn1,TATD1_MOUSE,Generic enzyme,Putative deoxyribonuclease TATDN1,,,,,
4968,,TATDN3,Tatdn3,TATD3_MOUSE,Generic enzyme,Putative deoxyribonuclease TATDN3,,,,,
4969,,TB2 protein,Reep5,REEP5_MOUSE,Transporter,Receptor expression-enhancing protein 5,,,,,
4970,,TBC1D1,Tbc1d1,TBCD1_MOUSE,"Regulators (GDI, GAP, GEF)",TBC1 domain family member 1,,,,,
4971,,TBC1D10B,Tbc1d10b,TB10B_MOUSE,"Regulators (GDI, GAP, GEF)",TBC1 domain family member 10B,,,,,
4972,,TBC1D14,Tbc1d14,TBC14_MOUSE,"Regulators (GDI, GAP, GEF)",TBC1 domain family member 14,,,,,
4973,,TBC1D16,Tbc1d16,Tbc1d16,"Regulators (GDI, GAP, GEF)","TBC1 domain family, member 16",,,,,
4974,,TBC1D17,Tbc1d17,TBC17_MOUSE,"Regulators (GDI, GAP, GEF)",TBC1 domain family member 17,,,,,
4975,,TBC1D19,Tbc1d19,Tbc1d19,"Regulators (GDI, GAP, GEF)","TBC1 domain family, member 19",,,,,
4976,,TBC1D22B,Tbc1d22b,Tbc1d22b,"Regulators (GDI, GAP, GEF)","TBC1 domain family, member 22B",,,,,
4977,,TBC1D2B,Tbc1d2b,TBD2B_MOUSE,"Regulators (GDI, GAP, GEF)",TBC1 domain family member 2B,,,,,
4978,,TBC1D30,Tbc1d30,TBC30_MOUSE,"Regulators (GDI, GAP, GEF)",TBC1 domain family member 30,,,,,
4979,,TBCC,Tbcc,TBCC_MOUSE,Generic binding protein,Tubulin-specific chaperone C,,,,,
4980,,TBCCD1,Tbccd1,TBCC1_MOUSE,Generic binding protein,TBCC domain-containing protein 1,,,,,
4981,,TBK1,Tbk1,TBK1_MOUSE,Protein kinase,Serine/threonine-protein kinase TBK1,,,,,
4982,,TBKBP1(SINTBAD),Tbkbp1,TBKB1_MOUSE,Protein,TANK-binding kinase 1-binding protein 1,,,,,
4983,,TBLR1,Tbl1xr1,TBL1R_MOUSE,Generic binding protein,F-box-like/WD repeat-containing protein TBL1XR1,,,,,
4984,,TBP,Tbp,TBP_MOUSE,Transcription factor,TATA-box-binding protein,,,,,
4985,,TBRG1,Tbrg1,TBRG1_MOUSE,Generic binding protein,Transforming growth factor beta regulator 1,,,,,
4986,,TBRG4,Tbrg4,FAKD4_MOUSE,Generic binding protein,FAST kinase domain-containing protein 4,,,,,
4987,,TCEAL1,Tceal1,TCAL1_MOUSE,Transcription factor,Transcription elongation factor A protein-like 1,,,,,
4988,,TCEAL8,Tceal8,TCAL8_MOUSE,Protein,Transcription elongation factor A protein-like 8,,,,,
4989,,TCERG1 (CA150),Tcerg1,TCRG1_MOUSE,Transcription factor,Transcription elongation regulator 1,,,,,
4990,,TCF25,Tcf25,TCF25_MOUSE,Transcription factor,Ribosome quality control complex subunit TCF25,,,,,
4991,,TCF7L2 (TCF4),Tcf7l2,TF7L2_MOUSE,Transcription factor,Transcription factor 7-like 2,,,,,
4992,,TCIRG1 (Atp6i),Tcirg1,Tcirg1,Transporter,"T-cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 protein A3",,,,,
4993,,TCOF1,Tcof1,TCOF_MOUSE,Transporter,Treacle protein,,,,,
4994,,TCP1-alpha,Tcp1,TCPA_MOUSE,Generic binding protein,T-complex protein 1 subunit alpha,,,,,
4995,,TCP1-beta,Cct2,TCPB_MOUSE,Generic binding protein,T-complex protein 1 subunit beta,,,,,
4996,,TCP1-delta,Cct4,TCPD_MOUSE,Generic binding protein,T-complex protein 1 subunit delta,,,,,
4997,,TCP1-eta,Cct7,TCPH_MOUSE,Generic binding protein,T-complex protein 1 subunit eta,,,,,
4998,,TCP1-gamma,Cct3,TCPG_MOUSE,Generic binding protein,T-complex protein 1 subunit gamma,,,,,
4999,,TCP1-zeta-1,Cct6a,TCPZ_MOUSE,Generic binding protein,T-complex protein 1 subunit zeta,,,,,
5000,,TCP11,Tcp11,TCP11_MOUSE,Protein,T-complex protein 11,,,,,
5001,,TCTE1,Tcte1,DRC5_MOUSE,Generic binding protein,Dynein regulatory complex subunit 5,,,,,
5002,,TCTN1,Tctn1,TECT1_MOUSE,Voltage-gated ion channel,Tectonic-1,,,,,
5003,,TD-60,Rcc2,RCC2_MOUSE,Protein,Protein RCC2,,,,,
5004,,TDRD3,Tdrd3,TDRD3_MOUSE,Generic binding protein,Tudor domain-containing protein 3,,,,,
5005,,TDRD7,Tdrd7,TDRD7_MOUSE,Generic binding protein,Tudor domain-containing protein 7,,,,,
5006,,TDRKH,Tdrkh,TDRKH_MOUSE,Generic binding protein,Tudor and KH domain-containing protein,,,,,
5007,,TECTB,Tectb,TECTB_MOUSE,Generic binding protein,Beta-tectorin,,,,,
5008,,TEF (thyrotroph embryonic factor),Tef,TEF_MOUSE,Transcription factor,Thyrotroph embryonic factor,,,,,
5009,,TEF-1,Tead1,TEAD1_MOUSE,Transcription factor,Transcriptional enhancer factor TEF-1,,,,,
5010,,TEKT3,Tekt3,TEKT3_MOUSE,Generic binding protein,Tektin-3,,,,,
5011,,TEKT5,Tekt5,TEKT5_MOUSE,Generic binding protein,Tektin-5,,,,,
5012,,TEM7,Plxdc1,PLDX1_MOUSE,Generic receptor,Plexin domain-containing protein 1,,,,,
5013,,TER,Tecr,TECR_MOUSE,Generic enzyme,Very-long-chain enoyl-CoA reductase,,,,,
5014,,TESK1,Tesk1,TESK1_MOUSE,Protein kinase,Dual specificity testis-specific protein kinase 1,,,,,
5015,,TET2,Tet2,TET2_MOUSE,Protein,Methylcytosine dioxygenase TET2,,,,,
5016,,TET3,Tet3,TET3_MOUSE,Protein,Methylcytosine dioxygenase TET3,,,,,
5017,,TEX10,Tex10,TEX10_MOUSE,Generic binding protein,Testis-expressed protein 10,,,,,
5018,,TEX14,Tex14,TEX14_MOUSE,Generic binding protein,Inactive serine/threonine-protein kinase TEX14,,,,,
5019,,TEX9,Tex9,TEX9_MOUSE,Protein,Testis-expressed protein 9,,,,,
5020,,TFCP2L2,Grhl1,GRHL1_MOUSE,Transcription factor,Grainyhead-like protein 1 homolog,,,,,
5021,,TFG,Tfg,Tfg,Generic receptor,Trk-fused gene,,,,,
5022,,TFII-I,Gtf2i,GTF2I_MOUSE,Transcription factor,General transcription factor II-I,,,,,
5023,,TFIID 30 kDa subunit,Taf10,TAF10_MOUSE,Transcription factor,Transcription initiation factor TFIID subunit 10,,,,,
5024,,"TFIIE, beta subunit",Gtf2e2,T2EB_MOUSE,Transcription factor,General transcription factor IIE subunit 2,,,,,
5025,,"TFIIF, alpha subunit",Gtf2f1,T2FA_MOUSE,Transcription factor,General transcription factor IIF subunit 1,,,,,
5026,,TFIIH p52 subunit,Gtf2h4,TF2H4_MOUSE,Generic binding protein,General transcription factor IIH subunit 4,,,,,
5027,,TFIIIC110,Gtf3c2,TF3C2_MOUSE,Transcription factor,General transcription factor 3C polypeptide 2,,,,,
5028,,TFIIIC220,Gtf3c1,TF3C1_MOUSE,Transcription factor,General transcription factor 3C polypeptide 1,,,,,
5029,,TFIIIC63,Gtf3c5,TF3C5_MOUSE,Transcription factor,General transcription factor 3C polypeptide 5,,,,,
5030,,TFIIS,Tcea1,TCEA1_MOUSE,Generic binding protein,Transcription elongation factor A protein 1,,,,,
5031,,TFIP11,Tfip11,TFP11_MOUSE,Generic binding protein,Tuftelin-interacting protein 11,,,,,
5032,,TFPT,Tfpt,TFPT_MOUSE,Generic binding protein,TCF3 fusion partner homolog,,,,,
5033,,TFSC1,Tceanc,TEANC_MOUSE,Generic binding protein,Transcription elongation factor A N-terminal and central domain-containing protein,,,,,
5034,,TGF-alpha,Tgfa,TGFA_MOUSE,Receptor ligand,Protransforming growth factor alpha,,,,,
5035,,TGF-beta 1,Tgfb1,TGFB1_MOUSE,Receptor ligand,Transforming growth factor beta-1 proprotein,Interferon beta-1b,,,,
5036,,TGF-beta 1,Tgfb1,TGFB1_MOUSE,Receptor ligand,Transforming growth factor beta-1 proprotein,Metelimumab,,,,
5037,,TGF-beta 2,Tgfb2,TGFB2_MOUSE,Receptor ligand,Transforming growth factor beta-2 proprotein,Trabedersen,,,,
5038,,TGF-beta 3,Tgfb3,TGFB3_MOUSE,Receptor ligand,Transforming growth factor beta-3 proprotein,,,,,
5039,,TGF-beta receptor type III (betaglycan),Tgfbr3,TGBR3_MOUSE,Receptor with enzyme activity,Transforming growth factor beta receptor type 3,,,,,
5040,,TGFBRAP1,Tgfbrap1,TGFA1_MOUSE,Generic binding protein,Transforming growth factor-beta receptor-associated protein 1,,,,,
5041,,TGIF2,Tgif2,TGIF2_MOUSE,Transcription factor,Homeobox protein TGIF2,,,,,
5042,,TGS1,Tgs1,TGS1_MOUSE,Generic enzyme,Trimethylguanosine synthase,,,,,
5043,,THAP1,Thap1,THAP1_MOUSE,Transcription factor,THAP domain-containing protein 1,,,,,
5044,,THAP3,Thap3,THAP3_MOUSE,Generic binding protein,THAP domain-containing protein 3,,,,,
5045,,THIKB,Acaa1b,THIKB_MOUSE,Generic enzyme,"3-ketoacyl-CoA thiolase B, peroxisomal",,,,,
5046,,THRAP2,Med13l,MD13L_MOUSE,Generic binding protein,Mediator of RNA polymerase II transcription subunit 13-like,,,,,
5047,,THTPA,Thtpa,THTPA_MOUSE,Generic enzyme,Thiamine-triphosphatase,,,,,
5048,,THUMPD1,Thumpd1,THUM1_MOUSE,Protein,THUMP domain-containing protein 1,,,,,
5049,,THYN1,Thyn1,THYN1_MOUSE,Protein,Thymocyte nuclear protein 1,,,,,
5050,,TIA-1,Tia1,TIA1_MOUSE,Generic binding protein,Nucleolysin TIA-1,,,,,
5051,,TIEG1,Klf10,KLF10_MOUSE,Transcription factor,Krueppel-like factor 10,,,,,
5052,,TIF1-beta,Trim28,TIF1B_MOUSE,Generic enzyme,Transcription intermediary factor 1-beta,,,,,
5053,,TIG2,Rarres2,RARR2_MOUSE,Receptor ligand,Retinoic acid receptor responder protein 2,,,,,
5054,,TIGAR (C12orf5),Tigar,TIGAR_MOUSE,Generic enzyme,"Fructose-2,6-bisphosphatase TIGAR",,,,,
5055,,TIM17b,Timm17b,TI17B_MOUSE,Transporter,Mitochondrial import inner membrane translocase subunit Tim17-B,,,,,
5056,,TIM44,Timm44,TIM44_MOUSE,Protein,Mitochondrial import inner membrane translocase subunit TIM44,,,,,
5057,,TIMAP,Ppp1r16b,PP16B_MOUSE,Generic binding protein,Protein phosphatase 1 regulatory inhibitor subunit 16B,,,,,
5058,,TIMM8B,Timm8b,TIM8B_MOUSE,Transporter,Mitochondrial import inner membrane translocase subunit Tim8 B,,,,,
5059,,TIMP1,Timp1,TIMP1_MOUSE,Generic binding protein,Metalloproteinase inhibitor 1,,,,,
5060,,TIMP2,Timp2,TIMP2_MOUSE,Generic binding protein,Metalloproteinase inhibitor 2,,,,,
5061,,TIN-2,Tinf2,TINF2_MOUSE,Generic binding protein,TERF1-interacting nuclear factor 2,,,,,
5062,,TINAGL1,Tinagl1,TINAL_MOUSE,Generic protease,Tubulointerstitial nephritis antigen-like,,,,,
5063,,TIP,Mettl8,METL8_MOUSE,Generic enzyme,"tRNA N(3)-methylcytidine methyltransferase METTL8, mitochondrial",,,,,
5064,,TIP120A,Cand1,CAND1_MOUSE,Generic binding protein,Cullin-associated NEDD8-dissociated protein 1,,,,,
5065,,TIP120B,Cand2,CAND2_MOUSE,Generic binding protein,Cullin-associated NEDD8-dissociated protein 2,,,,,
5066,,TIP27,Jazf1,JAZF1_MOUSE,Generic binding protein,Juxtaposed with another zinc finger protein 1,,,,,
5067,,TIPARP,Tiparp,PARPT_MOUSE,Generic enzyme,Protein mono-ADP-ribosyltransferase TIPARP,,,,,
5068,,TIPIN,Tipin,TIPIN_MOUSE,Generic binding protein,TIMELESS-interacting protein,,,,,
5069,,TK2,Tk2,KITM_MOUSE,Generic kinase,"Thymidine kinase 2, mitochondrial",,,,,
5070,,TKT,Tkt,TKT_MOUSE,Generic enzyme,Transketolase,,,,,
5071,,TLE4,Tle4,TLE4_MOUSE,Transcription factor,Transducin-like enhancer protein 4,,,,,
5072,,TLE6,Tle6,TLE6_MOUSE,Generic binding protein,Transducin-like enhancer protein 6,,,,,
5073,,TLK1,Tlk1,TLK1_MOUSE,Protein kinase,Serine/threonine-protein kinase tousled-like 1,,,,,
5074,,TM150C,Tmem150c,T150C_MOUSE,Generic channel,Transmembrane protein 150C,,,,,
5075,,TM2D2,Tm2d2,TM2D2_MOUSE,Protein,TM2 domain-containing protein 2,,,,,
5076,,TM2D3,Tm2d3,TM2D3_MOUSE,Protein,TM2 domain-containing protein 3,,,,,
5077,,TM4SF9,Tspan5,TSN5_MOUSE,Generic receptor,Tetraspanin-5,,,,,
5078,,TM7SF3,Tm7sf3,TM7S3_MOUSE,Generic receptor,Transmembrane 7 superfamily member 3,,,,,
5079,,TM9SF2,Tm9sf2,TM9S2_MOUSE,Generic binding protein,Transmembrane 9 superfamily member 2,,,,,
5080,,TM9SF3,Tm9sf3,TM9S3_MOUSE,Generic binding protein,Transmembrane 9 superfamily member 3,,,,,
5081,,TM9SF4,Tm9sf4,TM9S4_MOUSE,Transporter,Transmembrane 9 superfamily member 4,,,,,
5082,,TMBIM1,Tmbim1,LFG3_MOUSE,Protein,Protein lifeguard 3,,,,,
5083,,TMBIM4,Tmbim4,LFG4_MOUSE,Generic binding protein,Protein lifeguard 4,,,,,
5084,,TMCC1,Tmcc1,TMCC1_MOUSE,Protein,Transmembrane and coiled-coil domains protein 1,,,,,
5085,,TMCC2,Tmcc2,TMCC2_MOUSE,Protein,Transmembrane and coiled-coil domains protein 2,,,,,
5086,,TMED9,Tmed9,TMED9_MOUSE,Generic binding protein,Transmembrane emp24 domain-containing protein 9,,,,,
5087,,TMEFF1,Tmeff1,TEFF1_MOUSE,Generic receptor,Tomoregulin-1,,,,,
5088,,TMEFF2,Tmeff2,TEFF2_MOUSE,Generic binding protein,Tomoregulin-2,,,,,
5089,,TMEM10,Opalin,OPALI_MOUSE,Protein,Opalin,,,,,
5090,,TMEM101,Tmem101,TM101_MOUSE,Generic binding protein,Transmembrane protein 101,,,,,
5091,,TMEM106A,Tmem106a,T106A_MOUSE,Protein,Transmembrane protein 106A,,,,,
5092,,TMEM106B,Tmem106b,T106B_MOUSE,Protein,Transmembrane protein 106B,,,,,
5093,,TMEM109,Tmem109,TM109_MOUSE,Protein,Voltage-gated monoatomic cation channel TMEM109,,,,,
5094,,TMEM11,Tmem11,TMM11_MOUSE,Generic binding protein,"Transmembrane protein 11, mitochondrial",,,,,
5095,,TMEM116,Tmem116,Tmem116,Protein,transmembrane protein 116,,,,,
5096,,TMEM118,Rnft2,RNFT2_MOUSE,Generic binding protein,RING finger and transmembrane domain-containing protein 2,,,,,
5097,,TMEM126A,Tmem126a,T126A_MOUSE,Protein,Transmembrane protein 126A,,,,,
5098,,TMEM126B,Tmem126b,T126B_MOUSE,Protein,"Complex I assembly factor TMEM126B, mitochondrial",,,,,
5099,,TMEM127,Tmem127,TM127_MOUSE,Protein,Transmembrane protein 127,,,,,
5100,,TMEM128,Tmem128,TM128_MOUSE,Protein,Transmembrane protein 128,,,,,
5101,,TMEM131,Tmem131,TM131_MOUSE,Protein,Transmembrane protein 131,,,,,
5102,,TMEM132D,Tmem132d,T132D_MOUSE,Protein,Transmembrane protein 132D,,,,,
5103,,TMEM135,Tmem135,TM135_MOUSE,Protein,Transmembrane protein 135,,,,,
5104,,TMEM150,Tmem150a,T150A_MOUSE,Protein,Transmembrane protein 150A,,,,,
5105,,TMEM151A,Tmem151a,T151A_MOUSE,Protein,Transmembrane protein 151A,,,,,
5106,,TMEM160,Tmem160,TM160_MOUSE,Protein,Transmembrane protein 160,,,,,
5107,,TMEM161B,Tmem161b,T161B_MOUSE,Protein,Transmembrane protein 161B,,,,,
5108,,TMEM164,Tmem164,TM164_MOUSE,Protein,Transmembrane protein 164,,,,,
5109,,TMEM165,Tmem165,TM165_MOUSE,Protein,Putative divalent cation/proton antiporter TMEM165,,,,,
5110,,TMEM167B,Tmem167b,KISHB_MOUSE,Protein,Protein kish-B,,,,,
5111,,TMEM17,Tmem17,TMM17_MOUSE,Protein,Transmembrane protein 17,,,,,
5112,,TMEM174,Tmem174,TM174_MOUSE,Protein,Transmembrane protein 174,,,,,
5113,,TMEM177,Tmem177,TM177_MOUSE,Protein,Transmembrane protein 177,,,,,
5114,,TMEM178,Tmem178,T178A_MOUSE,Generic binding protein,Transmembrane protein 178A,,,,,
5115,,TMEM179,Tmem179,T179A_MOUSE,Protein,Transmembrane protein 179,,,,,
5116,,TMEM18,Tmem18,TMM18_MOUSE,Protein,Transmembrane protein 18,,,,,
5117,,TMEM183A,Tmem183a,TM183_MOUSE,Protein,Transmembrane protein 183,,,,,
5118,,TMEM186,Tmem186,TM186_MOUSE,Protein,Transmembrane protein 186,,,,,
5119,,TMEM192,Tmem192,TM192_MOUSE,Protein,Transmembrane protein 192,,,,,
5120,,TMEM196,Tmem196,TM196_MOUSE,Protein,Transmembrane protein 196,,,,,
5121,,TMEM199,Tmem199,TM199_MOUSE,Protein,Transmembrane protein 199,,,,,
5122,,TMEM201,Tmem201,TM201_MOUSE,Protein,Transmembrane protein 201,,,,,
5123,,TMEM202,Tmem202,TM202_MOUSE,Protein,Transmembrane protein 202,,,,,
5124,,TMEM217,Tmem217,Tmem217,Protein,transmembrane protein 217,,,,,
5125,,TMEM219,Tmem219,TM219_MOUSE,Protein,Insulin-like growth factor-binding protein 3 receptor,,,,,
5126,,TMEM224,Tmem150b,T150B_MOUSE,Protein,Modulator of macroautophagy TMEM150B,,,,,
5127,,TMEM247,Tmem247,TM247_MOUSE,Generic binding protein,Transmembrane protein 247,,,,,
5128,,TMEM32,Mmgt1,EMC5_MOUSE,Protein,ER membrane protein complex subunit 5,,,,,
5129,,TMEM38A,Tmem38a,TM38A_MOUSE,Protein,Trimeric intracellular cation channel type A,,,,,
5130,,TMEM41B,Tmem41b,TM41B_MOUSE,Generic binding protein,Transmembrane protein 41B,,,,,
5131,,TMEM43,Tmem43,TMM43_MOUSE,Protein,Transmembrane protein 43,,,,,
5132,,TMEM46,Shisa2,SHSA2_MOUSE,Protein,Protein shisa-2 homolog,,,,,
5133,,TMEM60,Tmem60,TMM60_MOUSE,Protein,Transmembrane protein 60,,,,,
5134,,TMEM63A,Tmem63a,CSCL1_MOUSE,Generic binding protein,CSC1-like protein 1,,,,,
5135,,TMEM63C,Tmem63c,CSC1_MOUSE,Ligand-gated ion channel,Calcium permeable stress-gated cation channel 1,,,,,
5136,,TMEM66,Saraf,SARAF_MOUSE,Protein,Store-operated calcium entry-associated regulatory factor,,,,,
5137,,TMEM70,Tmem70,TMM70_MOUSE,Protein,"Transmembrane protein 70, mitochondrial",,,,,
5138,,TMEM74,Tmem74,TMM74_MOUSE,Protein,Transmembrane protein 74,,,,,
5139,,TMEM81,Tmem81,TMM81_MOUSE,Protein,Transmembrane protein 81,,,,,
5140,,TMEM87B,Tmem87b,TM87B_MOUSE,Protein,Transmembrane protein 87B,,,,,
5141,,TMEM8B,Tmem8b,TMM8B_MOUSE,Generic binding protein,Transmembrane protein 8B,,,,,
5142,,TMEM90A,Syndig1l,SYN1L_MOUSE,Protein,Synapse differentiation-inducing gene protein 1-like,,,,,
5143,,TMEM93,Emc6,EMC6_MOUSE,Protein,ER membrane protein complex subunit 6,,,,,
5144,,TMPS6,Tmprss6,TMPS6_MOUSE,Generic protease,Transmembrane protease serine 6,,,,,
5145,,TMTC2,Tmtc2,TMTC2_MOUSE,Generic binding protein,Protein O-mannosyl-transferase TMTC2,,,,,
5146,,TMTC4,Tmtc4,TMTC4_MOUSE,Generic binding protein,Protein O-mannosyl-transferase TMTC4,,,,,
5147,,TMUB2,Tmub2,TMUB2_MOUSE,Protein,Transmembrane and ubiquitin-like domain-containing protein 2,,,,,
5148,,TMX,Tmx1,TMX1_MOUSE,Generic enzyme,Thioredoxin-related transmembrane protein 1,,,,,
5149,,TNF-R1,Tnfrsf1a,TNR1A_MOUSE,Generic receptor,Tumor necrosis factor receptor superfamily member 1A,,,,,
5150,,TNF-R1 soluble,Tnfrsf1a,sTNR1A_(MOUSE),Generic binding protein,soluble Tumor necrosis factor receptor superfamily member 1A,,,,,
5151,,TNFAIP8L1,Tnfaip8l1,TP8L1_MOUSE,Protein,Tumor necrosis factor alpha-induced protein 8-like protein 1,,,,,
5152,,TNIP1,Tnip1,TNIP1_MOUSE,Generic binding protein,TNFAIP3-interacting protein 1,,,,,
5153,,TNNT1,Tnnt1,TNNT1_MOUSE,Generic binding protein,"Troponin T, slow skeletal muscle",,,,,
5154,,TNRC15,Gigyf2,GGYF2_MOUSE,Generic binding protein,GRB10-interacting GYF protein 2,,,,,
5155,,TNRC4,Celf3,CELF3_MOUSE,Generic binding protein,CUGBP Elav-like family member 3,,,,,
5156,,TNRC5,Cnpy3,CNPY3_MOUSE,Generic binding protein,Protein canopy homolog 3,,,,,
5157,,TNRC6A,Tnrc6a,TNR6A_MOUSE,Generic binding protein,Trinucleotide repeat-containing gene 6A protein,,,,,
5158,,TNRC6B,Tnrc6b,TNR6B_MOUSE,Generic binding protein,Trinucleotide repeat-containing gene 6B protein,,,,,
5159,,TOLLIP,Tollip,TOLIP_MOUSE,Generic binding protein,Toll-interacting protein,,,,,
5160,,TOM1L2,Tom1l2,TM1L2_MOUSE,Transporter,TOM1-like protein 2,,,,,
5161,,TOM70,Tomm70a,TOM70_MOUSE,Generic receptor,Mitochondrial import receptor subunit TOM70,,,,,
5162,,TOP1,Top1,TOP1_MOUSE,Generic enzyme,DNA topoisomerase 1,Intoplicine,,,,
5163,,TOP1,Top1,TOP1_MOUSE,Generic enzyme,DNA topoisomerase 1,Belotecan,,,,
5164,,TOP1,Top1,TOP1_MOUSE,Generic enzyme,DNA topoisomerase 1,Becatecarin,,,,
5165,,TOP1,Top1,TOP1_MOUSE,Generic enzyme,DNA topoisomerase 1,9-Aminocamptothecin,,,,
5166,,TOP1,Top1,TOP1_MOUSE,Generic enzyme,DNA topoisomerase 1,Nemorubicin,,,,
5167,,TOP1,Top1,TOP1_MOUSE,Generic enzyme,DNA topoisomerase 1,Rebeccamycin,,,,
5168,,TOP1,Top1,TOP1_MOUSE,Generic enzyme,DNA topoisomerase 1,Topotecan,,,,
5169,,TOP1,Top1,TOP1_MOUSE,Generic enzyme,DNA topoisomerase 1,Lurtotecan,,,,
5170,,TOP1,Top1,TOP1_MOUSE,Generic enzyme,DNA topoisomerase 1,Aclarubicin,,,,
5171,,TOP1,Top1,TOP1_MOUSE,Generic enzyme,DNA topoisomerase 1,Diflomotecan,,,,
5172,,TOP1,Top1,TOP1_MOUSE,Generic enzyme,DNA topoisomerase 1,beta-Lapachone,,,,
5173,,TOP1,Top1,TOP1_MOUSE,Generic enzyme,DNA topoisomerase 1,Rubitecan,,,,
5174,,TOP1,Top1,TOP1_MOUSE,Generic enzyme,DNA topoisomerase 1,Irinotecan,,,,
5175,,TOP1,Top1,TOP1_MOUSE,Generic enzyme,DNA topoisomerase 1,Edotecarin,,,,
5176,,TOP1,Top1,TOP1_MOUSE,Generic enzyme,DNA topoisomerase 1,Exatecan,,,,
5177,,TOP1,Top1,TOP1_MOUSE,Generic enzyme,DNA topoisomerase 1,Cositecan,,,,
5178,,TOP1MT,Top1mt,TOP1M_MOUSE,Generic enzyme,"DNA topoisomerase I, mitochondrial",,,,,
5179,,TOR2A,Tor2a,TOR2A_MOUSE,Generic binding protein,Torsin-2A,,,,,
5180,,TOR2X,Tor2a,TOR2X_MOUSE,Generic binding protein,Prosalusin,,,,,
5181,,TORC1,Crtc1,CRTC1_MOUSE,Generic binding protein,CREB-regulated transcription coactivator 1,Sapanisertib,,,,
5182,,TOX,Tox,TOX_MOUSE,Transcription factor,Thymocyte selection-associated high mobility group box protein TOX,,,,,
5183,,TOX2,Tox2,LOC269389,Transcription factor,similar to granulosa cell HMG-box protein-1,,,,,
5184,,TOX3,Tox3,TOX3_MOUSE,Transcription factor,TOX high mobility group box family member 3,,,,,
5185,,TOX4,Tox4,TOX4_MOUSE,Generic binding protein,TOX high mobility group box family member 4,,,,,
5186,,TPM3,Tpm3,TPM3_MOUSE,Generic binding protein,Tropomyosin alpha-3 chain,,,,,
5187,,TPPP (p24),Tppp,TPPP_MOUSE,Generic binding protein,Tubulin polymerization-promoting protein,,,,,
5188,,TPR,Tpr,TPR_MOUSE,Transporter,Nucleoprotein TPR,,,,,
5189,,TPST1,Tpst1,TPST1_MOUSE,Generic enzyme,Protein-tyrosine sulfotransferase 1,,,,,
5190,,TPST2,Tpst2,TPST2_MOUSE,Generic enzyme,Protein-tyrosine sulfotransferase 2,,,,,
5191,,TPT1,Tpt1,TCTP_MOUSE,Generic binding protein,Translationally-controlled tumor protein,,,,,
5192,,TPX2,Tpx2,TPX2_MOUSE,Generic binding protein,Targeting protein for Xklp2,,,,,
5193,,TR-beta,Thrb,THB_MOUSE,Transcription factor,Thyroid hormone receptor beta,,,,,
5194,,TR4,Nr2c2,NR2C2_MOUSE,Transcription factor,Nuclear receptor subfamily 2 group C member 2,,,,,
5195,,TRA2A,Tra2a,TRA2A_MOUSE,Generic binding protein,Transformer-2 protein homolog alpha,,,,,
5196,,TRAF3,Traf3,TRAF3_MOUSE,Generic binding protein,TNF receptor-associated factor 3,,,,,
5197,,TRAFD1,Trafd1,TRAD1_MOUSE,Generic binding protein,TRAF-type zinc finger domain-containing protein 1,,,,,
5198,,TRAM1L1,Tram1l1,TR1L1_MOUSE,Protein,Translocating chain-associated membrane protein 1-like 1,,,,,
5199,,TRAM2,Tram2,TRAM2_MOUSE,Protein,Translocating chain-associated membrane protein 2,,,,,
5200,,TRAP100,Med24,MED24_MOUSE,Generic binding protein,Mediator of RNA polymerase II transcription subunit 24,,,,,
5201,,TRAP150,Thrap3,TR150_MOUSE,Generic binding protein,Thyroid hormone receptor-associated protein 3,,,,,
5202,,TRAP170,Med14,MED14_MOUSE,Generic binding protein,Mediator of RNA polymerase II transcription subunit 14,,,,,
5203,,TRAP25,Med30,MED30_MOUSE,Generic binding protein,Mediator of RNA polymerase II transcription subunit 30,,,,,
5204,,TRAP95,Med16,MED16_MOUSE,Generic binding protein,Mediator of RNA polymerase II transcription subunit 16,,,,,
5205,,TRAPPC1,Trappc1,TPPC1_MOUSE,Generic binding protein,Trafficking protein particle complex subunit 1,,,,,
5206,,TRAPPC6A,Trappc6a,TPC6A_MOUSE,Protein,Trafficking protein particle complex subunit 6A,,,,,
5207,,TRAPPC6B,Trappc6b,TPC6B_MOUSE,Protein,Trafficking protein particle complex subunit 6B,,,,,
5208,,TRC8,Rnf139,RN139_MOUSE,Generic binding protein,E3 ubiquitin-protein ligase RNF139,,,,,
5209,,TRF1,Terf1,TERF1_MOUSE,Generic binding protein,Telomeric repeat-binding factor 1,,,,,
5210,,TRG20,Med10,MED10_MOUSE,Generic binding protein,Mediator of RNA polymerase II transcription subunit 10,,,,,
5211,,TRIM2,Trim2,TRIM2_MOUSE,Generic binding protein,Tripartite motif-containing protein 2,,,,,
5212,,TRIM44,Trim44,TRI44_MOUSE,Generic binding protein,Tripartite motif-containing protein 44,,,,,
5213,,TRIM5,Trim12c,9230105E10Rik,Generic binding protein,RIKEN cDNA 9230105E10 gene,,,,,
